FechaHora;Cantidad;;;;;;;;;;;;;;
5/11/2017 9:40:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:41:01 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:47:28 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:47:30 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:47:52 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:47:53 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:48:42 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:48:54 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:49:36 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:49:49 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:52:32 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:52:56 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:53:47 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:53:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:54:58 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:55:00 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:55:14 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:56:10 a. m.;1;;;;;;;;;;;;;;
5/11/2017 9:56:51 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:00:56 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:01:46 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:02:31 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:03:43 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:04:30 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:05:06 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:06:45 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:09:57 a. m.;2;;;;;;;;;;;;;;
5/11/2017 10:12:13 a. m.;4;;;;;;;;;;;;;;
5/11/2017 10:12:41 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:13:22 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:14:07 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:14:08 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:14:47 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:15:23 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:15:32 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:18:15 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:19:19 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:20:52 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:21:24 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:21:44 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:22:56 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:24:57 a. m.;33;;;;;;;;;;;;;;
5/11/2017 10:25:26 a. m.;2;;;;;;;;;;;;;;
5/11/2017 10:30:34 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:30:35 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:33:17 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:34:44 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:35:26 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:37:34 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:38:10 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:38:11 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:40:10 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:41:16 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:41:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:41:49 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:41:49 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:41:49 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:43:22 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:43:22 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:43:22 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:46:01 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:46:01 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:47:24 a. m.;5;;;;;;;;;;;;;;
5/11/2017 10:50:45 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:51:41 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:54:14 a. m.;2;;;;;;;;;;;;;;
5/11/2017 10:55:18 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:57:55 a. m.;2;;;;;;;;;;;;;;
5/11/2017 10:58:42 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:59:20 a. m.;1;;;;;;;;;;;;;;
5/11/2017 10:59:53 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:00:43 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:01:34 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:01:56 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:02:54 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:02:55 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:03:18 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:03:18 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:03:43 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:10:16 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:24:47 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:25:05 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:25:53 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:26:46 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:27:18 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:27:59 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:28:36 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:30:31 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:31:06 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:31:07 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:31:07 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:31:19 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:31:58 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:33:23 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:33:35 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:33:54 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:34:51 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:53:47 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:53:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:53:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 11:53:48 a. m.;1;;;;;;;;;;;;;;
5/11/2017 12:12:48 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:12:48 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:12:49 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:12:49 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:16:20 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:16:30 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:17:45 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:20:06 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:20:07 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:24:45 p. m.;2;;;;;;;;;;;;;;
5/11/2017 12:25:41 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:25:54 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:26:08 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:26:34 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:27:59 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:28:10 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:28:41 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:29:46 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:33:03 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:33:03 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:34:10 p. m.;1;;;;;;;;;;;;;;
5/11/2017 12:34:11 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:25:18 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:25:19 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:27:05 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:27:44 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:28:24 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:28:24 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:28:24 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:29:42 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:30:23 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:31:10 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:31:53 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:32:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:32:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:32:33 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:32:34 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:35:00 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:35:01 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:35:01 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:38:15 p. m.;1;;;;;;;;;;;;;;
5/11/2017 1:38:26 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:09:34 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:10:47 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:10:48 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:11:35 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:12:48 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:12:50 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:15:53 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:16:29 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:17:51 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:17:53 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:18:36 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:20:29 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:20:50 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:23:52 p. m.;7;;;;;;;;;;;;;;
5/11/2017 2:27:46 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:28:54 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:29:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:29:49 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:29:49 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:31:43 p. m.;4;;;;;;;;;;;;;;
5/11/2017 2:33:36 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:34:22 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:35:13 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:36:59 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:40:03 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:43:23 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:44:21 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:45:48 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:46:38 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:48:00 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:48:50 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:49:07 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:49:49 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:51:59 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:51:59 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:52:00 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:54:19 p. m.;2;;;;;;;;;;;;;;
5/11/2017 2:56:02 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:56:38 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:57:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 2:57:33 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:00:53 p. m.;3;;;;;;;;;;;;;;
5/11/2017 3:01:59 p. m.;3;;;;;;;;;;;;;;
5/11/2017 3:02:34 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:10:48 p. m.;3;;;;;;;;;;;;;;
5/11/2017 3:13:10 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:13:40 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:14:03 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:14:29 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:14:54 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:16:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:17:19 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:17:51 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:18:29 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:19:04 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:19:32 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:20:50 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:22:23 p. m.;2;;;;;;;;;;;;;;
5/11/2017 3:23:08 p. m.;1;;;;;;;;;;;;;;
5/11/2017 3:28:16 p. m.;2;;;;;;;;;;;;;;
5/11/2017 4:07:26 p. m.;-2;;;;;;;;;;;;;;
6/11/2017 9:57:13 a. m.;1;;;;;;;;;;;;;;
6/11/2017 9:58:14 a. m.;1;;;;;;;;;;;;;;
6/11/2017 9:58:38 a. m.;1;;;;;;;;;;;;;;
6/11/2017 9:58:40 a. m.;1;;;;;;;;;;;;;;
6/11/2017 9:59:01 a. m.;1;;;;;;;;;;;;;;
6/11/2017 9:59:15 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:03:02 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:04:06 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:12:08 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:12:10 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:12:11 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:29:58 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:31:23 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:32:37 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:32:39 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:43:54 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:43:56 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:43:57 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:43:58 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:44:49 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:44:50 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:46:45 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:47:24 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:47:47 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:50:59 a. m.;3;;;;;;;;;;;;;;
6/11/2017 10:51:38 a. m.;4;;;;;;;;;;;;;;
6/11/2017 10:57:37 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:58:35 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:59:43 a. m.;1;;;;;;;;;;;;;;
6/11/2017 10:59:46 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:03:06 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:03:59 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:04:00 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:06:53 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:06:53 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:06:54 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:07:58 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:08:54 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:09:19 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:12:11 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:12:13 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:14:28 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:14:43 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:14:53 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:27:51 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:30:55 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:31:00 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:31:04 a. m.;1;;;;;;;;;;;;;;
6/11/2017 11:31:08 a. m.;1;;;;;;;;;;;;;;
6/11/2017 12:20:11 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:20:34 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:21:33 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:23:15 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:25:19 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:27:40 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:29:00 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:31:08 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:31:54 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:33:25 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:35:28 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:36:25 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:37:03 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:37:21 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:38:12 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:38:23 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:39:24 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:39:39 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:41:06 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:41:29 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:42:43 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:43:03 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:44:42 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:46:44 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:47:59 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:48:12 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:48:27 p. m.;1;;;;;;;;;;;;;;
6/11/2017 12:52:00 p. m.;2;;;;;;;;;;;;;;
6/11/2017 12:52:19 p. m.;2;;;;;;;;;;;;;;
6/11/2017 1:06:23 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:06:23 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:06:26 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:07:00 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:07:14 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:07:41 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:08:49 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:10:48 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:11:25 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:11:26 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:12:40 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:16:54 p. m.;2;;;;;;;;;;;;;;
6/11/2017 1:17:30 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:18:17 p. m.;3;;;;;;;;;;;;;;
6/11/2017 1:19:20 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:19:33 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:25:36 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:26:06 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:28:13 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:29:40 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:30:41 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:32:48 p. m.;2;;;;;;;;;;;;;;
6/11/2017 1:34:44 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:34:47 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:38:01 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:38:03 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:38:45 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:39:43 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:40:24 p. m.;3;;;;;;;;;;;;;;
6/11/2017 1:40:33 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:41:35 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:42:05 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:42:06 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:42:27 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:42:29 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:44:52 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:46:11 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:46:24 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:46:53 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:47:13 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:47:15 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:48:21 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:48:34 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:49:58 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:49:59 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:52:14 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:54:57 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:54:57 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:54:59 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:55:35 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:55:36 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:59:01 p. m.;1;;;;;;;;;;;;;;
6/11/2017 1:59:12 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:02:17 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:02:39 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:03:39 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:03:39 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:03:54 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:04:23 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:06:22 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:06:55 p. m.;1;;;;;;;;;;;;;;
6/11/2017 2:07:07 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:20:53 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:22:08 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:22:48 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:23:47 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:24:34 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:29:29 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:30:45 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:36:17 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:40:52 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:43:53 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:44:05 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:45:34 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:47:53 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:48:48 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:49:57 p. m.;2;;;;;;;;;;;;;;
6/11/2017 3:54:24 p. m.;5;;;;;;;;;;;;;;
6/11/2017 3:56:33 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:57:54 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:58:37 p. m.;1;;;;;;;;;;;;;;
6/11/2017 3:59:34 p. m.;1;;;;;;;;;;;;;;
6/11/2017 4:00:36 p. m.;1;;;;;;;;;;;;;;
6/11/2017 4:02:11 p. m.;1;;;;;;;;;;;;;;
6/11/2017 4:05:18 p. m.;3;;;;;;;;;;;;;;
7/11/2017 11:16:25 a. m.;37;;;;;;;;;;;;;;
7/11/2017 11:17:01 a. m.;1;;;;;;;;;;;;;;
8/11/2017 12:18:56 p. m.;2;;;;;;;;;;;;;;
8/11/2017 12:18:57 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:21:18 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:22:46 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:23:32 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:24:33 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:24:58 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:26:39 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:27:05 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:27:09 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:27:55 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:29:12 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:35:57 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:35:57 p. m.;1;;;;;;;;;;;;;;
11/11/2017 12:41:44 p. m.;3;;;;;;;;;;;;;;
12/11/2017 8:57:35 a. m.;1;;;;;;;;;;;;;;
12/11/2017 8:57:58 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:23:49 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:24:28 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:24:29 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:24:44 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:26:13 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:26:31 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:26:32 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:26:32 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:30:33 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:30:34 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:30:37 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:31:59 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:31:59 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:32:00 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:32:00 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:33:01 a. m.;2;;;;;;;;;;;;;;
12/11/2017 9:33:52 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:36:56 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:38:20 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:39:08 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:39:42 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:40:50 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:40:52 a. m.;1;;;;;;;;;;;;;;
12/11/2017 9:41:30 a. m.;1;;;;;;;;;;;;;;
