FechaHora;Cantidad
6/01/2018 11:52:36 a. m.;1
6/01/2018 11:56:40 a. m.;2
6/01/2018 11:57:17 a. m.;1
6/01/2018 11:57:36 a. m.;1
6/01/2018 11:57:38 a. m.;1
6/01/2018 11:57:53 a. m.;1
6/01/2018 11:58:10 a. m.;1
6/01/2018 11:59:41 a. m.;3
6/01/2018 12:00:18 p. m.;1
6/01/2018 12:42:54 p. m.;1
6/01/2018 12:43:27 p. m.;1
6/01/2018 12:44:13 p. m.;1
6/01/2018 12:44:56 p. m.;1
6/01/2018 12:46:48 p. m.;1
6/01/2018 12:47:06 p. m.;1
6/01/2018 12:48:40 p. m.;1
6/01/2018 12:48:43 p. m.;1
6/01/2018 12:50:50 p. m.;3
6/01/2018 12:57:42 p. m.;1
6/01/2018 12:58:00 p. m.;1
6/01/2018 12:58:55 p. m.;2
6/01/2018 1:01:03 p. m.;1
6/01/2018 1:01:05 p. m.;1
6/01/2018 1:01:06 p. m.;1
6/01/2018 1:01:12 p. m.;1
6/01/2018 1:01:37 p. m.;2
6/01/2018 1:02:41 p. m.;3
6/01/2018 1:03:03 p. m.;2
6/01/2018 1:05:11 p. m.;2
6/01/2018 1:09:48 p. m.;2
6/01/2018 1:10:03 p. m.;1
6/01/2018 1:13:32 p. m.;1
6/01/2018 1:13:33 p. m.;1
6/01/2018 1:17:28 p. m.;1
6/01/2018 1:17:29 p. m.;1
6/01/2018 1:19:33 p. m.;1
6/01/2018 1:20:13 p. m.;1
6/01/2018 1:20:37 p. m.;1
6/01/2018 1:21:04 p. m.;1
6/01/2018 1:22:57 p. m.;1
6/01/2018 1:25:48 p. m.;1
6/01/2018 1:25:49 p. m.;1
6/01/2018 1:43:26 p. m.;1
6/01/2018 1:43:36 p. m.;1
6/01/2018 2:03:03 p. m.;1
6/01/2018 2:03:13 p. m.;1
6/01/2018 2:04:02 p. m.;2
6/01/2018 2:05:04 p. m.;2
6/01/2018 2:08:39 p. m.;4
6/01/2018 2:09:21 p. m.;1
6/01/2018 2:09:32 p. m.;1
6/01/2018 2:11:30 p. m.;1
6/01/2018 2:12:40 p. m.;1
6/01/2018 2:13:26 p. m.;1
6/01/2018 2:21:24 p. m.;4
6/01/2018 2:32:10 p. m.;1
6/01/2018 2:32:47 p. m.;1
6/01/2018 2:33:12 p. m.;1
6/01/2018 2:33:23 p. m.;1
6/01/2018 2:33:44 p. m.;1
6/01/2018 2:45:20 p. m.;2
6/01/2018 2:46:29 p. m.;3
6/01/2018 2:47:59 p. m.;1
6/01/2018 2:50:26 p. m.;1
6/01/2018 2:50:30 p. m.;1
6/01/2018 2:50:34 p. m.;1
6/01/2018 2:50:38 p. m.;1
6/01/2018 2:51:10 p. m.;1
6/01/2018 2:53:09 p. m.;1
6/01/2018 2:53:11 p. m.;1
6/01/2018 2:54:13 p. m.;1
6/01/2018 2:55:25 p. m.;2
6/01/2018 2:57:44 p. m.;1
6/01/2018 2:57:46 p. m.;1
6/01/2018 2:58:17 p. m.;1
6/01/2018 2:58:36 p. m.;1
6/01/2018 3:02:43 p. m.;4
6/01/2018 3:03:14 p. m.;12
6/01/2018 3:37:57 p. m.;1
6/01/2018 3:38:17 p. m.;1
6/01/2018 3:38:57 p. m.;1
6/01/2018 3:41:05 p. m.;1
6/01/2018 3:41:08 p. m.;1
6/01/2018 3:41:34 p. m.;1
6/01/2018 3:41:36 p. m.;1
6/01/2018 3:41:49 p. m.;2
6/01/2018 3:43:59 p. m.;1
6/01/2018 3:43:59 p. m.;1
6/01/2018 3:44:00 p. m.;1
6/01/2018 3:44:00 p. m.;1
6/01/2018 4:32:35 p. m.;1
6/01/2018 4:38:21 p. m.;3
6/01/2018 4:38:30 p. m.;3
6/01/2018 4:40:09 p. m.;1
7/01/2018 9:00:19 a. m.;1
7/01/2018 9:02:51 a. m.;1
7/01/2018 9:03:35 a. m.;1
7/01/2018 9:05:38 a. m.;1
7/01/2018 9:06:39 a. m.;1
7/01/2018 9:08:03 a. m.;1
7/01/2018 9:08:04 a. m.;1
7/01/2018 9:09:26 a. m.;1
7/01/2018 9:10:44 a. m.;1
7/01/2018 9:11:12 a. m.;1
7/01/2018 9:11:18 a. m.;1
7/01/2018 9:14:59 a. m.;1
7/01/2018 9:15:01 a. m.;1
7/01/2018 9:17:21 a. m.;1
7/01/2018 9:17:39 a. m.;1
7/01/2018 9:18:04 a. m.;2
7/01/2018 9:20:25 a. m.;1
7/01/2018 9:21:31 a. m.;1
7/01/2018 9:24:31 a. m.;1
7/01/2018 9:25:05 a. m.;1
7/01/2018 9:25:59 a. m.;1
7/01/2018 9:29:06 a. m.;1
7/01/2018 9:29:07 a. m.;1
7/01/2018 9:29:07 a. m.;1
7/01/2018 9:29:08 a. m.;1
7/01/2018 9:29:10 a. m.;1
7/01/2018 9:29:23 a. m.;1
7/01/2018 9:31:12 a. m.;3
7/01/2018 9:35:45 a. m.;1
7/01/2018 9:35:45 a. m.;1
7/01/2018 9:35:48 a. m.;1
7/01/2018 9:36:09 a. m.;1
7/01/2018 9:37:59 a. m.;1
7/01/2018 9:38:13 a. m.;1
7/01/2018 9:39:48 a. m.;1
7/01/2018 9:40:06 a. m.;1
7/01/2018 9:41:48 a. m.;1
7/01/2018 9:42:20 a. m.;1
7/01/2018 9:42:53 a. m.;1
7/01/2018 9:43:16 a. m.;1
7/01/2018 9:43:44 a. m.;1
7/01/2018 9:46:05 a. m.;1
7/01/2018 9:46:10 a. m.;1
7/01/2018 9:47:54 a. m.;1
7/01/2018 9:48:33 a. m.;1
7/01/2018 9:48:35 a. m.;1
7/01/2018 9:48:36 a. m.;1
7/01/2018 9:50:15 a. m.;1
7/01/2018 9:50:16 a. m.;1
7/01/2018 9:50:20 a. m.;1
7/01/2018 9:54:24 a. m.;1
7/01/2018 9:54:26 a. m.;1
7/01/2018 9:54:32 a. m.;1
7/01/2018 9:54:35 a. m.;1
7/01/2018 9:58:20 a. m.;1
7/01/2018 9:58:24 a. m.;1
7/01/2018 9:59:43 a. m.;1
7/01/2018 10:00:03 a. m.;1
7/01/2018 10:01:57 a. m.;1
7/01/2018 10:02:19 a. m.;1
7/01/2018 10:20:49 a. m.;1
7/01/2018 10:21:22 a. m.;1
7/01/2018 10:21:59 a. m.;2
7/01/2018 10:23:36 a. m.;1
7/01/2018 10:24:11 a. m.;1
7/01/2018 10:24:17 a. m.;1
7/01/2018 10:24:19 a. m.;1
7/01/2018 10:25:43 a. m.;1
7/01/2018 10:27:18 a. m.;1
7/01/2018 10:30:01 a. m.;1
7/01/2018 10:33:09 a. m.;1
7/01/2018 10:33:25 a. m.;1
7/01/2018 10:33:45 a. m.;1
7/01/2018 10:34:17 a. m.;1
7/01/2018 10:35:28 a. m.;1
7/01/2018 10:35:45 a. m.;1
7/01/2018 10:37:34 a. m.;1
7/01/2018 10:37:55 a. m.;1
7/01/2018 10:38:36 a. m.;1
7/01/2018 10:39:19 a. m.;1
7/01/2018 10:42:03 a. m.;1
7/01/2018 10:42:09 a. m.;1
7/01/2018 10:42:44 a. m.;1
7/01/2018 10:42:46 a. m.;1
7/01/2018 10:44:09 a. m.;1
7/01/2018 10:44:12 a. m.;1
7/01/2018 10:45:01 a. m.;1
7/01/2018 10:46:37 a. m.;1
7/01/2018 10:46:40 a. m.;1
7/01/2018 10:47:03 a. m.;1
7/01/2018 10:49:22 a. m.;1
7/01/2018 10:49:25 a. m.;1
7/01/2018 10:51:12 a. m.;1
7/01/2018 10:51:13 a. m.;1
7/01/2018 10:51:19 a. m.;1
7/01/2018 10:51:37 a. m.;1
7/01/2018 10:54:28 a. m.;1
7/01/2018 10:54:30 a. m.;1
7/01/2018 10:54:33 a. m.;1
7/01/2018 10:55:31 a. m.;1
7/01/2018 10:56:56 a. m.;1
7/01/2018 10:57:39 a. m.;1
7/01/2018 10:59:13 a. m.;1
7/01/2018 10:59:15 a. m.;1
7/01/2018 11:00:22 a. m.;1
7/01/2018 11:01:07 a. m.;1
7/01/2018 11:02:11 a. m.;1
7/01/2018 11:03:37 a. m.;1
7/01/2018 11:03:37 a. m.;1
7/01/2018 11:04:03 a. m.;1
7/01/2018 11:04:08 a. m.;1
7/01/2018 11:05:18 a. m.;2
7/01/2018 11:07:26 a. m.;1
7/01/2018 11:07:26 a. m.;1
7/01/2018 11:07:34 a. m.;1
7/01/2018 11:07:55 a. m.;1
7/01/2018 11:08:27 a. m.;1
7/01/2018 11:10:16 a. m.;1
7/01/2018 11:10:17 a. m.;1
7/01/2018 11:10:20 a. m.;1
7/01/2018 11:11:25 a. m.;1
7/01/2018 11:12:53 a. m.;2
7/01/2018 11:14:17 a. m.;1
7/01/2018 11:14:57 a. m.;1
7/01/2018 11:17:00 a. m.;1
7/01/2018 11:18:56 a. m.;1
7/01/2018 11:19:03 a. m.;1
7/01/2018 11:22:07 a. m.;1
7/01/2018 11:23:49 a. m.;1
7/01/2018 11:24:15 a. m.;1
7/01/2018 11:26:15 a. m.;2
7/01/2018 11:27:10 a. m.;1
7/01/2018 11:29:08 a. m.;2
7/01/2018 11:31:21 a. m.;1
7/01/2018 11:31:27 a. m.;1
7/01/2018 11:33:39 a. m.;3
7/01/2018 11:37:44 a. m.;1
7/01/2018 11:39:47 a. m.;1
7/01/2018 11:39:52 a. m.;1
7/01/2018 11:41:35 a. m.;1
7/01/2018 11:43:35 a. m.;1
7/01/2018 11:43:51 a. m.;2
7/01/2018 11:45:58 a. m.;1
7/01/2018 11:45:59 a. m.;1
7/01/2018 11:46:01 a. m.;1
7/01/2018 11:46:03 a. m.;1
7/01/2018 11:48:56 a. m.;1
7/01/2018 11:48:57 a. m.;1
7/01/2018 11:49:00 a. m.;1
7/01/2018 11:49:35 a. m.;1
7/01/2018 11:53:34 a. m.;1
7/01/2018 11:53:35 a. m.;1
7/01/2018 11:53:54 a. m.;1
7/01/2018 11:54:15 a. m.;1
7/01/2018 11:55:48 a. m.;2
7/01/2018 11:56:58 a. m.;2
7/01/2018 11:57:19 a. m.;1
7/01/2018 11:58:27 a. m.;2
7/01/2018 11:58:59 a. m.;1
7/01/2018 12:00:30 p. m.;2
7/01/2018 12:02:13 p. m.;1
7/01/2018 12:02:28 p. m.;1
7/01/2018 12:03:49 p. m.;1
7/01/2018 12:04:10 p. m.;1
7/01/2018 12:04:31 p. m.;1
7/01/2018 12:07:04 p. m.;1
7/01/2018 12:07:05 p. m.;1
7/01/2018 12:07:11 p. m.;1
7/01/2018 12:08:00 p. m.;1
7/01/2018 12:08:20 p. m.;1
7/01/2018 12:09:57 p. m.;1
7/01/2018 12:09:58 p. m.;1
7/01/2018 12:09:59 p. m.;1
7/01/2018 12:10:03 p. m.;1
7/01/2018 12:12:04 p. m.;1
7/01/2018 12:12:06 p. m.;1
7/01/2018 12:12:12 p. m.;1
7/01/2018 12:12:34 p. m.;1
7/01/2018 12:13:49 p. m.;1
7/01/2018 12:14:09 p. m.;1
7/01/2018 12:15:12 p. m.;1
7/01/2018 12:15:26 p. m.;1
7/01/2018 12:19:15 p. m.;1
7/01/2018 12:19:19 p. m.;1
7/01/2018 12:19:21 p. m.;1
7/01/2018 12:19:23 p. m.;1
7/01/2018 12:20:53 p. m.;1
7/01/2018 12:20:54 p. m.;1
7/01/2018 12:20:55 p. m.;1
7/01/2018 12:20:57 p. m.;1
7/01/2018 12:21:26 p. m.;1
7/01/2018 12:22:43 p. m.;1
7/01/2018 12:24:30 p. m.;1
7/01/2018 12:24:32 p. m.;1
7/01/2018 12:25:26 p. m.;1
7/01/2018 12:25:48 p. m.;1
7/01/2018 12:26:00 p. m.;1
7/01/2018 12:28:56 p. m.;1
7/01/2018 12:29:51 p. m.;1
7/01/2018 12:30:25 p. m.;1
7/01/2018 12:32:30 p. m.;-1
7/01/2018 12:32:30 p. m.;-1
7/01/2018 12:32:30 p. m.;-1
7/01/2018 12:32:30 p. m.;-1
7/01/2018 12:35:21 p. m.;1
7/01/2018 12:35:22 p. m.;1
7/01/2018 12:35:25 p. m.;1
7/01/2018 12:35:46 p. m.;1
7/01/2018 12:37:54 p. m.;1
7/01/2018 12:37:56 p. m.;1
7/01/2018 12:37:57 p. m.;1
7/01/2018 12:39:57 p. m.;1
7/01/2018 12:39:59 p. m.;1
7/01/2018 12:40:03 p. m.;1
7/01/2018 12:42:46 p. m.;1
7/01/2018 12:44:20 p. m.;1
7/01/2018 12:44:40 p. m.;1
7/01/2018 12:44:57 p. m.;1
7/01/2018 12:46:06 p. m.;1
7/01/2018 12:46:08 p. m.;1
7/01/2018 12:47:21 p. m.;2
7/01/2018 12:48:58 p. m.;1
7/01/2018 12:49:37 p. m.;1
7/01/2018 12:51:24 p. m.;1
7/01/2018 12:51:28 p. m.;1
7/01/2018 12:51:32 p. m.;1
7/01/2018 12:52:55 p. m.;1
7/01/2018 12:53:55 p. m.;2
7/01/2018 12:55:56 p. m.;3
7/01/2018 1:01:09 p. m.;7
7/01/2018 1:01:39 p. m.;3
7/01/2018 1:11:01 p. m.;1
7/01/2018 1:11:19 p. m.;1
7/01/2018 1:13:17 p. m.;1
7/01/2018 1:13:19 p. m.;1
7/01/2018 1:13:23 p. m.;1
7/01/2018 1:13:43 p. m.;1
7/01/2018 1:14:28 p. m.;1
7/01/2018 1:14:55 p. m.;1
7/01/2018 1:17:06 p. m.;1
7/01/2018 1:17:49 p. m.;1
7/01/2018 1:19:11 p. m.;1
7/01/2018 1:19:39 p. m.;1
7/01/2018 1:20:21 p. m.;2
7/01/2018 1:20:46 p. m.;1
7/01/2018 1:22:44 p. m.;2
7/01/2018 1:23:18 p. m.;2
7/01/2018 2:09:52 p. m.;4
7/01/2018 2:12:01 p. m.;2
7/01/2018 2:13:23 p. m.;1
7/01/2018 2:14:09 p. m.;1
7/01/2018 2:15:20 p. m.;1
7/01/2018 2:22:57 p. m.;2
7/01/2018 2:23:27 p. m.;3
7/01/2018 2:25:22 p. m.;1
7/01/2018 2:26:00 p. m.;1
7/01/2018 2:28:27 p. m.;1
7/01/2018 2:28:45 p. m.;1
7/01/2018 2:32:29 p. m.;1
7/01/2018 2:32:50 p. m.;1
7/01/2018 2:35:20 p. m.;1
7/01/2018 2:35:28 p. m.;1
7/01/2018 2:35:30 p. m.;1
7/01/2018 2:37:15 p. m.;-1
7/01/2018 2:37:15 p. m.;-1
7/01/2018 2:37:15 p. m.;-1
7/01/2018 2:38:50 p. m.;1
7/01/2018 2:39:15 p. m.;1
7/01/2018 2:50:57 p. m.;1
7/01/2018 2:50:57 p. m.;1
7/01/2018 2:51:00 p. m.;1
7/01/2018 2:55:56 p. m.;1
7/01/2018 2:56:36 p. m.;1
7/01/2018 2:57:18 p. m.;1
7/01/2018 2:58:05 p. m.;1
7/01/2018 2:58:38 p. m.;1
7/01/2018 3:08:21 p. m.;1
7/01/2018 3:09:48 p. m.;1
7/01/2018 3:10:03 p. m.;1
7/01/2018 3:10:39 p. m.;1
7/01/2018 3:13:38 p. m.;1
7/01/2018 3:14:04 p. m.;1
7/01/2018 3:19:36 p. m.;5
7/01/2018 3:20:19 p. m.;1
7/01/2018 3:20:45 p. m.;3
7/01/2018 3:27:23 p. m.;1
7/01/2018 3:27:38 p. m.;1
7/01/2018 3:27:54 p. m.;3
7/01/2018 3:29:29 p. m.;1
7/01/2018 3:29:41 p. m.;1
7/01/2018 3:48:27 p. m.;1
7/01/2018 3:48:57 p. m.;1
7/01/2018 4:15:13 p. m.;1
7/01/2018 4:15:41 p. m.;1
7/01/2018 4:19:10 p. m.;1
7/01/2018 4:19:11 p. m.;1
7/01/2018 4:19:31 p. m.;1
7/01/2018 4:30:28 p. m.;1
7/01/2018 4:31:02 p. m.;1
7/01/2018 4:31:36 p. m.;1
7/01/2018 4:32:43 p. m.;1
7/01/2018 4:34:32 p. m.;1
8/01/2018 9:39:54 a. m.;17
8/01/2018 9:47:25 a. m.;1
8/01/2018 9:47:42 a. m.;1
8/01/2018 9:48:27 a. m.;1
8/01/2018 10:03:26 a. m.;1
8/01/2018 10:03:35 a. m.;1
8/01/2018 10:03:48 a. m.;1
8/01/2018 10:04:26 a. m.;1
8/01/2018 10:08:20 a. m.;1
8/01/2018 10:08:20 a. m.;1
8/01/2018 10:08:21 a. m.;1
8/01/2018 10:08:22 a. m.;1
8/01/2018 10:11:51 a. m.;1
8/01/2018 10:11:52 a. m.;1
8/01/2018 10:11:53 a. m.;1
8/01/2018 10:14:32 a. m.;1
8/01/2018 10:14:45 a. m.;1
8/01/2018 10:15:44 a. m.;1
8/01/2018 10:22:03 a. m.;1
8/01/2018 10:22:41 a. m.;1
8/01/2018 10:25:56 a. m.;1
8/01/2018 10:27:18 a. m.;1
8/01/2018 10:44:55 a. m.;1
8/01/2018 10:45:17 a. m.;1
8/01/2018 10:57:27 a. m.;1
8/01/2018 10:57:29 a. m.;1
8/01/2018 11:01:20 a. m.;1
8/01/2018 11:01:20 a. m.;1
8/01/2018 11:01:26 a. m.;1
8/01/2018 11:02:49 a. m.;1
8/01/2018 11:02:50 a. m.;1
8/01/2018 11:02:50 a. m.;1
8/01/2018 11:04:07 a. m.;1
8/01/2018 11:04:17 a. m.;1
8/01/2018 11:07:06 a. m.;6
8/01/2018 11:07:17 a. m.;2
8/01/2018 11:07:33 a. m.;1
8/01/2018 11:09:32 a. m.;1
8/01/2018 11:09:46 a. m.;1
8/01/2018 11:11:43 a. m.;1
8/01/2018 11:11:43 a. m.;1
8/01/2018 11:11:45 a. m.;1
8/01/2018 11:12:36 a. m.;1
8/01/2018 11:13:11 a. m.;1
8/01/2018 11:13:22 a. m.;1
8/01/2018 11:13:32 a. m.;1
8/01/2018 11:14:27 a. m.;1
8/01/2018 11:16:00 a. m.;1
8/01/2018 11:16:00 a. m.;1
8/01/2018 11:16:01 a. m.;1
8/01/2018 11:17:34 a. m.;1
8/01/2018 11:17:35 a. m.;1
8/01/2018 11:17:36 a. m.;1
8/01/2018 11:17:37 a. m.;1
8/01/2018 11:18:59 a. m.;1
8/01/2018 11:19:19 a. m.;1
8/01/2018 11:19:59 a. m.;1
8/01/2018 11:20:07 a. m.;1
8/01/2018 11:21:01 a. m.;1
8/01/2018 11:21:30 a. m.;1
8/01/2018 11:22:38 a. m.;1
8/01/2018 11:23:21 a. m.;1
8/01/2018 11:25:53 a. m.;1
8/01/2018 11:25:55 a. m.;1
8/01/2018 11:27:26 a. m.;1
8/01/2018 11:33:51 a. m.;1
8/01/2018 11:33:51 a. m.;1
8/01/2018 11:33:52 a. m.;1
8/01/2018 11:33:53 a. m.;1
8/01/2018 11:33:53 a. m.;1
8/01/2018 11:34:46 a. m.;1
8/01/2018 11:34:53 a. m.;1
8/01/2018 11:35:08 a. m.;1
8/01/2018 11:37:18 a. m.;1
8/01/2018 11:38:10 a. m.;1
8/01/2018 11:38:46 a. m.;1
8/01/2018 11:38:59 a. m.;1
8/01/2018 11:40:03 a. m.;1
8/01/2018 11:41:03 a. m.;1
8/01/2018 11:42:06 a. m.;1
8/01/2018 11:44:03 a. m.;1
8/01/2018 11:44:17 a. m.;1
8/01/2018 11:44:21 a. m.;1
8/01/2018 11:45:41 a. m.;1
8/01/2018 11:46:11 a. m.;1
8/01/2018 11:46:12 a. m.;1
8/01/2018 11:46:36 a. m.;1
8/01/2018 11:46:57 a. m.;1
8/01/2018 11:47:19 a. m.;1
8/01/2018 11:48:29 a. m.;1
8/01/2018 11:48:50 a. m.;1
8/01/2018 11:49:16 a. m.;2
8/01/2018 11:49:34 a. m.;1
8/01/2018 11:50:54 a. m.;1
8/01/2018 11:50:57 a. m.;1
8/01/2018 11:51:00 a. m.;1
8/01/2018 11:51:03 a. m.;1
8/01/2018 11:53:31 a. m.;1
8/01/2018 11:53:56 a. m.;2
8/01/2018 11:54:52 a. m.;1
8/01/2018 11:55:10 a. m.;1
8/01/2018 11:55:43 a. m.;1
8/01/2018 11:56:21 a. m.;1
8/01/2018 11:57:32 a. m.;2
8/01/2018 11:59:10 a. m.;1
8/01/2018 12:00:28 p. m.;1
8/01/2018 12:01:16 p. m.;1
8/01/2018 12:02:24 p. m.;1
8/01/2018 12:02:31 p. m.;1
8/01/2018 12:04:45 p. m.;1
8/01/2018 12:04:47 p. m.;1
8/01/2018 12:05:26 p. m.;1
8/01/2018 12:07:07 p. m.;1
8/01/2018 12:07:15 p. m.;1
8/01/2018 12:07:46 p. m.;1
8/01/2018 12:07:48 p. m.;1
8/01/2018 12:07:50 p. m.;1
8/01/2018 12:07:52 p. m.;1
8/01/2018 12:09:05 p. m.;1
8/01/2018 12:11:44 p. m.;2
8/01/2018 12:12:05 p. m.;3
8/01/2018 12:13:23 p. m.;1
8/01/2018 12:14:12 p. m.;1
8/01/2018 12:15:02 p. m.;1
8/01/2018 12:15:57 p. m.;1
8/01/2018 12:16:02 p. m.;2
8/01/2018 12:18:59 p. m.;1
8/01/2018 12:19:25 p. m.;1
8/01/2018 12:19:26 p. m.;1
8/01/2018 12:20:07 p. m.;1
8/01/2018 12:33:37 p. m.;3
8/01/2018 12:35:11 p. m.;1
8/01/2018 12:35:24 p. m.;1
8/01/2018 12:37:57 p. m.;1
8/01/2018 12:39:59 p. m.;1
8/01/2018 12:40:57 p. m.;1
8/01/2018 12:41:12 p. m.;1
8/01/2018 12:41:13 p. m.;1
8/01/2018 12:41:25 p. m.;1
8/01/2018 12:41:35 p. m.;1
8/01/2018 12:42:40 p. m.;1
8/01/2018 12:43:52 p. m.;1
8/01/2018 12:44:04 p. m.;1
8/01/2018 12:47:31 p. m.;1
8/01/2018 12:48:07 p. m.;1
8/01/2018 12:48:38 p. m.;1
8/01/2018 12:53:46 p. m.;1
8/01/2018 12:55:00 p. m.;1
8/01/2018 12:55:59 p. m.;1
8/01/2018 12:56:31 p. m.;1
8/01/2018 12:56:50 p. m.;1
8/01/2018 12:59:59 p. m.;1
8/01/2018 1:00:02 p. m.;1
8/01/2018 1:00:21 p. m.;1
8/01/2018 1:02:15 p. m.;1
8/01/2018 1:02:42 p. m.;1
8/01/2018 1:03:30 p. m.;2
8/01/2018 1:04:31 p. m.;1
8/01/2018 1:05:08 p. m.;1
8/01/2018 1:05:11 p. m.;1
8/01/2018 1:06:02 p. m.;2
8/01/2018 1:07:28 p. m.;1
8/01/2018 1:08:23 p. m.;1
8/01/2018 1:08:39 p. m.;1
8/01/2018 1:09:25 p. m.;1
8/01/2018 1:09:41 p. m.;1
8/01/2018 1:12:01 p. m.;2
8/01/2018 1:14:44 p. m.;2
8/01/2018 1:16:21 p. m.;1
8/01/2018 1:16:25 p. m.;1
8/01/2018 1:19:03 p. m.;1
8/01/2018 1:20:00 p. m.;1
8/01/2018 1:20:35 p. m.;1
8/01/2018 1:22:23 p. m.;1
8/01/2018 1:22:26 p. m.;1
8/01/2018 1:22:28 p. m.;1
8/01/2018 1:24:14 p. m.;1
8/01/2018 1:25:04 p. m.;1
8/01/2018 1:25:07 p. m.;1
8/01/2018 1:25:45 p. m.;1
8/01/2018 1:26:50 p. m.;1
8/01/2018 1:26:51 p. m.;1
8/01/2018 1:27:13 p. m.;1
8/01/2018 1:29:03 p. m.;1
8/01/2018 1:29:32 p. m.;1
8/01/2018 1:34:38 p. m.;1
8/01/2018 1:36:59 p. m.;1
8/01/2018 1:38:20 p. m.;1
8/01/2018 1:38:26 p. m.;1
8/01/2018 1:45:42 p. m.;1
8/01/2018 1:45:43 p. m.;1
8/01/2018 1:50:29 p. m.;1
8/01/2018 1:55:02 p. m.;2
8/01/2018 1:56:02 p. m.;1
8/01/2018 1:56:19 p. m.;1
8/01/2018 2:00:58 p. m.;1
8/01/2018 2:00:59 p. m.;1
8/01/2018 2:00:59 p. m.;1
8/01/2018 2:01:00 p. m.;1
8/01/2018 2:04:39 p. m.;1
8/01/2018 2:04:40 p. m.;1
8/01/2018 2:04:41 p. m.;1
8/01/2018 2:14:31 p. m.;1
8/01/2018 2:15:04 p. m.;1
8/01/2018 2:15:48 p. m.;1
8/01/2018 3:23:49 p. m.;1
8/01/2018 3:24:27 p. m.;1
8/01/2018 3:25:41 p. m.;1
8/01/2018 3:25:41 p. m.;1
8/01/2018 3:25:42 p. m.;1
8/01/2018 3:26:58 p. m.;1
8/01/2018 3:28:27 p. m.;1
8/01/2018 3:28:28 p. m.;1
8/01/2018 3:28:52 p. m.;1
8/01/2018 3:30:09 p. m.;1
8/01/2018 3:30:20 p. m.;1
8/01/2018 3:41:38 p. m.;1
8/01/2018 3:41:40 p. m.;1
8/01/2018 3:42:27 p. m.;1
8/01/2018 3:42:48 p. m.;1
8/01/2018 3:42:56 p. m.;1
8/01/2018 3:43:28 p. m.;1
8/01/2018 3:43:40 p. m.;1
8/01/2018 4:06:52 p. m.;4
8/01/2018 4:08:37 p. m.;1
8/01/2018 4:08:56 p. m.;1
8/01/2018 4:12:49 p. m.;6
8/01/2018 4:14:48 p. m.;1
8/01/2018 4:32:08 p. m.;1
8/01/2018 4:34:14 p. m.;1
9/01/2018 9:35:48 a. m.;1
9/01/2018 9:36:03 a. m.;2
9/01/2018 10:18:46 a. m.;2
9/01/2018 10:25:20 a. m.;2
9/01/2018 10:28:17 a. m.;2
9/01/2018 10:55:35 a. m.;1
9/01/2018 10:55:50 a. m.;1
9/01/2018 11:20:28 a. m.;1
9/01/2018 11:20:28 a. m.;1
9/01/2018 11:20:28 a. m.;1
9/01/2018 11:20:32 a. m.;1
9/01/2018 11:24:49 a. m.;1
9/01/2018 11:25:01 a. m.;1
9/01/2018 11:40:27 a. m.;1
9/01/2018 11:40:36 a. m.;1
9/01/2018 11:47:10 a. m.;1
9/01/2018 11:48:33 a. m.;1
9/01/2018 11:49:07 a. m.;1
9/01/2018 11:49:55 a. m.;1
9/01/2018 1:05:11 p. m.;1
9/01/2018 1:05:17 p. m.;1
9/01/2018 1:06:57 p. m.;1
9/01/2018 1:06:58 p. m.;1
9/01/2018 1:08:11 p. m.;1
9/01/2018 1:10:08 p. m.;1
9/01/2018 1:11:36 p. m.;1
9/01/2018 1:12:18 p. m.;1
9/01/2018 1:23:38 p. m.;1
9/01/2018 1:23:54 p. m.;3
9/01/2018 1:42:55 p. m.;1
9/01/2018 1:44:02 p. m.;1
9/01/2018 1:45:03 p. m.;1
9/01/2018 1:45:30 p. m.;1
9/01/2018 2:30:56 p. m.;1
9/01/2018 2:31:11 p. m.;1
9/01/2018 2:32:03 p. m.;1
9/01/2018 2:34:24 p. m.;1
9/01/2018 2:35:09 p. m.;1
9/01/2018 2:44:30 p. m.;1
9/01/2018 2:44:39 p. m.;1
9/01/2018 2:59:09 p. m.;1
9/01/2018 2:59:51 p. m.;1
9/01/2018 2:59:58 p. m.;1
9/01/2018 3:00:53 p. m.;1
9/01/2018 3:00:58 p. m.;1
9/01/2018 3:21:34 p. m.;1
9/01/2018 3:21:58 p. m.;1
9/01/2018 3:22:47 p. m.;1
9/01/2018 3:30:18 p. m.;1
9/01/2018 3:31:17 p. m.;1
9/01/2018 3:31:31 p. m.;1
9/01/2018 3:32:45 p. m.;1
9/01/2018 3:33:29 p. m.;1
9/01/2018 3:34:16 p. m.;1
9/01/2018 4:46:53 p. m.;6
10/01/2018 9:06:34 a. m.;1
10/01/2018 9:06:34 a. m.;1
10/01/2018 9:06:35 a. m.;1
10/01/2018 9:07:00 a. m.;1
10/01/2018 9:14:31 a. m.;1
10/01/2018 9:14:32 a. m.;1
10/01/2018 9:15:13 a. m.;1
10/01/2018 9:15:42 a. m.;1
10/01/2018 9:27:02 a. m.;1
10/01/2018 9:27:09 a. m.;1
10/01/2018 9:35:40 a. m.;-1
10/01/2018 9:35:40 a. m.;-1
10/01/2018 9:36:34 a. m.;1
10/01/2018 9:36:45 a. m.;1
10/01/2018 9:37:57 a. m.;1
10/01/2018 9:37:57 a. m.;1
10/01/2018 10:18:25 a. m.;1
